redirect_id,old_urls,current_url,suffix,template,record_name,handler,record_id,page_number,row_index,parsed_at,method
page_21_4228,додати,/bodi-z-eko-shkiry-z-imitatsiieiu-shnurivky-ta-vidkrytym-dostupom-nancy-body-black-xxl-xxxl-passion,/,КАТАЛОГ,"Боді з екошкіри Passion Nancy Body 4XL/5XL black, з імітацією шнурівки та відкритим доступом, 2XL/3XL",17,3795,21,35,2025-08-20T22:10:17.020811,super_optimized_evaluate_all
page_21_4229,додати,/sorochka-prytalena-z-pazhamy-pauline-chemise-black-s-m-passion-trusyky,/,КАТАЛОГ,"Сорочка приталена з пажами PAULINE CHEMISE black - Passion, трусики, S/M",17,3796,21,36,2025-08-20T22:10:17.020813,super_optimized_evaluate_all
page_21_4230,додати,/sorochka-prytalena-z-pazhamy-pauline-chemise-black-xxl-xxxl-passion-trusyky,/,КАТАЛОГ,"Сорочка приталена з пажами PAULINE CHEMISE black - Passion, трусики, 2XL/3XL",17,3797,21,37,2025-08-20T22:10:17.020814,super_optimized_evaluate_all
page_21_4231,додати,/sorochka-prozora-bebi-dol-melania-chemise-black-l-xl-passion-trusyky-na-tonkykh-breteliakh,/,КАТАЛОГ,"Сорочка прозора бебі дол MELANIA CHEMISE black - Passion, трусики, на тонких бретелях, L/XL",17,3798,21,38,2025-08-20T22:10:17.020816,super_optimized_evaluate_all
page_21_4232,додати,/sorochka-prozora-bebi-dol-melania-chemise-black-s-m-passion-trusyky-na-tonkykh-breteliakh,/,КАТАЛОГ,"Сорочка прозора бебі дол MELANIA CHEMISE black - Passion, трусики, на тонких бретелях, S/M",17,3799,21,39,2025-08-20T22:10:17.020818,super_optimized_evaluate_all
page_21_4233,додати,/sorochka-prozora-bebi-dol-melania-chemise-black-xxl-xxxl-passion-trusyky-na-tonkykh-breteliakh,/,КАТАЛОГ,"Сорочка прозора бебі дол MELANIA CHEMISE black - Passion, трусики, на тонких бретелях, 2XL/3XL",17,3800,21,40,2025-08-20T22:10:17.020820,super_optimized_evaluate_all
page_21_4234,додати,/sorochka-prozora-z-pazhamy-orihime-chemise-white-l-xl-passion-trusyky-strepy,/,КАТАЛОГ,"Сорочка прозора з пажами ORIHIME CHEMISE white - Passion, трусики, стрепи, L/XL",17,3801,21,41,2025-08-20T22:10:17.020822,super_optimized_evaluate_all
page_21_4235,додати,/sorochka-prozora-z-pazhamy-orihime-chemise-white-s-m-passion-trusyky-strepy,/,КАТАЛОГ,"Сорочка прозора з пажами ORIHIME CHEMISE white - Passion, трусики, стрепи, S/M",17,3802,21,42,2025-08-20T22:10:17.020824,super_optimized_evaluate_all
page_21_4236,додати,/sorochka-prozora-z-pazhamy-orihime-chemise-white-xxl-xxxl-passion-trusyky-strepy,/,КАТАЛОГ,"Сорочка прозора з пажами ORIHIME CHEMISE white - Passion, трусики, стрепи, 2XL/3XL",17,3803,21,43,2025-08-20T22:10:17.020826,super_optimized_evaluate_all
page_21_4239,додати,/sorochka-prytalena-z-vidkrytoiu-spynoiu-lena-chemise-red-6xl-7xl-passion-trusyky,/,КАТАЛОГ,"Сорочка приталена з відкритою спиною LENA CHEMISE red - Passion, трусики, 6XL/7XL",17,3806,21,44,2025-08-20T22:10:17.020827,super_optimized_evaluate_all
page_21_4240,додати,/sorochka-prytalena-z-vidkrytoiu-spynoiu-lena-chemise-red-4xl-5xl-passion-trusyky,/,КАТАЛОГ,"Сорочка приталена з відкритою спиною LENA CHEMISE red - Passion, трусики, 4XL/5XL",17,3807,21,45,2025-08-20T22:10:17.020830,super_optimized_evaluate_all
page_21_4241,додати,/sorochka-z-hlybokym-dekolte-miracle-chemise-black-6xl-7xl-passion-trusyky,/,КАТАЛОГ,"Сорочка з глибоким декольте MIRACLE CHEMISE black - Passion, трусики, 6XL/7XL",17,3808,21,46,2025-08-20T22:10:17.020832,super_optimized_evaluate_all
page_21_4242,додати,/sorochka-z-hlybokym-dekolte-miracle-chemise-black-4xl-5xl-passion-trusyky,/,КАТАЛОГ,"Сорочка з глибоким декольте MIRACLE CHEMISE black - Passion, трусики, 4XL/5XL",17,3809,21,47,2025-08-20T22:10:17.020834,super_optimized_evaluate_all
page_21_4247,додати,/sorochka-prytalena-z-chashechkamy-brasiliana-chemise-black-4xl-5xl-passion-trusyky,/,КАТАЛОГ,"Сорочка приталена з чашечками BRASILIANA CHEMISE black - Passion, трусики, 4XL/5XL",17,3814,21,48,2025-08-20T22:10:17.020836,super_optimized_evaluate_all
page_21_4248,додати,/sorochka-prytalena-z-chashechkamy-brasiliana-chemise-black-6xl-7xl-passion-trusyky,/,КАТАЛОГ,"Сорочка приталена з чашечками BRASILIANA CHEMISE black - Passion, трусики, 6XL/7XL",17,3815,21,49,2025-08-20T22:10:17.020837,super_optimized_evaluate_all
page_21_4254,додати,/sorochka-prytalena-z-chashechkamy-brida-chemise-red-xxl-xxxl-passion-exclusive-trusyky,/,КАТАЛОГ,"Сорочка приталена з чашечками BRIDA CHEMISE red - Passion Exclusive, трусики, 2XL/3XL",17,3821,21,50,2025-08-20T22:10:17.020839,super_optimized_evaluate_all
page_21_4258,додати,/sorochka-prytalena-z-chashechkamy-montana-chemise-black-xxl-xxxl-passion-exclusive-trusyky,/,КАТАЛОГ,"Сорочка приталена з чашечками MONTANA CHEMISE black - Passion Exclusive, трусики, 2XL/3XL",17,3825,21,51,2025-08-20T22:10:17.020841,super_optimized_evaluate_all
page_21_4260,додати,/sorochka-peniuarchyk-so-shnurovkoi-viola-chemise-black-l-xl-passion-exclusive-trusyky,/,КАТАЛОГ,"Сорочка-пеньюарчик со шнуровкой VIOLA CHEMISE black - Passion Exclusive, трусики, L/XL",17,3827,21,52,2025-08-20T22:10:17.020843,super_optimized_evaluate_all
page_21_4261,додати,/sorochka-prytalena-tonya-chemise-black-l-xl-passion-exclusive-trusyky,/,КАТАЛОГ,"Сорочка приталена TONYA CHEMISE black - Passion Exclusive, трусики, L/XL",17,3828,21,53,2025-08-20T22:10:17.020845,super_optimized_evaluate_all
page_21_4262,додати,/sorochka-prytalena-tonya-chemise-black-s-m-passion-exclusive-trusyky,/,КАТАЛОГ,"Сорочка приталена TONYA CHEMISE black - Passion Exclusive, трусики, S/M",17,3829,21,54,2025-08-20T22:10:17.020847,super_optimized_evaluate_all
page_21_4263,додати,/sorochka-prytalena-tonya-chemise-black-xxl-xxxl-passion-exclusive-trusyky,/,КАТАЛОГ,"Сорочка приталена TONYA CHEMISE black - Passion Exclusive, трусики, 2XL/3XL",17,3830,21,55,2025-08-20T22:10:17.020848,super_optimized_evaluate_all
page_21_4264,додати,/sorochka-beby-doll-prozrachnaia-gisele-chemise-black-l-xl-passion-exclusive-trusyky,/,КАТАЛОГ,"Сорочка беби долл прозрачная GISELE CHEMISE black - Passion Exclusive, трусики, L/XL",17,3831,21,56,2025-08-20T22:10:17.020850,super_optimized_evaluate_all
page_21_4265,додати,/sorochka-beby-doll-prozrachnaia-gisele-chemise-black-s-m-passion-exclusive-trusyky,/,КАТАЛОГ,"Сорочка беби долл прозрачная GISELE CHEMISE black - Passion Exclusive, трусики, S/M",17,3832,21,57,2025-08-20T22:10:17.020851,super_optimized_evaluate_all
page_21_4266,додати,/sorochka-beby-doll-prozrachnaia-gisele-chemise-black-xxl-xxxl-passion-exclusive-trusyky,/,КАТАЛОГ,"Сорочка беби долл прозрачная GISELE CHEMISE black - Passion Exclusive, трусики, 2XL/3XL",17,3833,21,58,2025-08-20T22:10:17.020853,super_optimized_evaluate_all
page_21_4267,додати,/prozoryi-peniuar-z-vidkrytymy-hrudmy-cherry-chemise-red-l-xl-passion-exclusive-trusyky,/,КАТАЛОГ,"Прозорий пеньюар з відкритими грудьми CHERRY CHEMISE red - Passion Exclusive, трусики, L/XL",17,3834,21,59,2025-08-20T22:10:17.020855,super_optimized_evaluate_all
page_21_4268,додати,/prozoryi-peniuar-z-vidkrytymy-hrudmy-cherry-chemise-red-s-m-passion-exclusive-trusyky,/,КАТАЛОГ,"Прозорий пеньюар з відкритими грудьми CHERRY CHEMISE red - Passion Exclusive, трусики, S/M",17,3835,21,60,2025-08-20T22:10:17.020856,super_optimized_evaluate_all
page_21_4269,додати,/prozoryi-peniuar-z-vidkrytymy-hrudmy-cherry-chemise-red-xxl-xxxl-passion-exclusive-trusyky,/,КАТАЛОГ,"Прозорий пеньюар з відкритими грудьми CHERRY CHEMISE red - Passion Exclusive, трусики, 2XL/3XL",17,3836,21,61,2025-08-20T22:10:17.020858,super_optimized_evaluate_all
page_21_4270,додати,/sorochka-prozrachnaia-prytalennaia-erza-chemise-black-l-xl-passion-trusyky,/,КАТАЛОГ,"Сорочка прозрачная приталенная ERZA CHEMISE black - Passion, трусики, L/XL",17,3837,21,62,2025-08-20T22:10:17.020860,super_optimized_evaluate_all
page_21_4271,додати,/sorochka-prozora-prytalena-erza-chemise-black-s-m-passion-trusyky,/,КАТАЛОГ,"Сорочка прозора приталена ERZA CHEMISE black - Passion, трусики, S/M",17,3838,21,63,2025-08-20T22:10:17.020861,super_optimized_evaluate_all
page_21_4272,додати,/sorochka-prozora-prytalena-erza-chemise-black-xxl-xxxl-passion-trusyky,/,КАТАЛОГ,"Сорочка прозора приталена ERZA CHEMISE black - Passion, трусики, 2XL/3XL",17,3839,21,64,2025-08-20T22:10:17.020863,super_optimized_evaluate_all
page_21_4273,додати,/prozora-sorochka-prytalena-quentris-chemise-black-l-xl-passion-exclusive-trusyky,/,КАТАЛОГ,"Прозора сорочка приталена QUENTRIS CHEMISE black - Passion Exclusive, трусики, L/XL",17,3840,21,65,2025-08-20T22:10:17.020865,super_optimized_evaluate_all
page_21_4274,додати,/prozora-sorochka-prytalena-quentris-chemise-black-s-m-passion-exclusive-trusyky,/,КАТАЛОГ,"Прозора сорочка приталена QUENTRIS CHEMISE black - Passion Exclusive, трусики, S/M",17,3841,21,66,2025-08-20T22:10:17.020866,super_optimized_evaluate_all
page_21_4275,додати,/prozora-sorochka-prytalena-quentris-chemise-black-xxl-xxxl-passion-exclusive-trusyky,/,КАТАЛОГ,"Прозора сорочка приталена QUENTRIS CHEMISE black - Passion Exclusive, трусики, 2XL/3XL",17,3842,21,67,2025-08-20T22:10:17.020868,super_optimized_evaluate_all
page_21_4276,додати,/napivprozora-sorochka-azalia-chemise-black-l-xl-passion,/,КАТАЛОГ,"Напівпрозора сорочка AZALIA CHEMISE black Passion, L/XL",17,3843,21,68,2025-08-20T22:10:17.020871,super_optimized_evaluate_all
page_21_4277,додати,/napivprozora-sorochka-azalia-chemise-black-s-m-passion,/,КАТАЛОГ,"Напівпрозора сорочка AZALIA CHEMISE black Passion, S/M",17,3844,21,69,2025-08-20T22:10:17.020873,super_optimized_evaluate_all
page_21_4278,додати,/napivprozora-sorochka-azalia-chemise-black-xxl-xxxl-passion,/,КАТАЛОГ,"Напівпрозора сорочка AZALIA CHEMISE black Passion, 2XL/3XL",17,3845,21,70,2025-08-20T22:10:17.020874,super_optimized_evaluate_all
page_21_4279,додати,/komplekt-sorochka-u-styli-60-kh-ta-trusyky-z-dostupom-penthouse-libido-boost-white-m-l,/,КАТАЛОГ,"Комплект сорочка у стилі 60-х та трусики з доступом Penthouse - Libido Boost White, M/L",17,3846,21,71,2025-08-20T22:10:17.020877,super_optimized_evaluate_all
page_21_4280,додати,/komplekt-sorochka-u-styli-60-kh-ta-trusyky-z-dostupom-penthouse-libido-boost-red-m-l,/,КАТАЛОГ,"Комплект сорочка у стилі 60-х та трусики з доступом Penthouse - Libido Boost Red, M/L",17,3847,21,72,2025-08-20T22:10:17.020878,super_optimized_evaluate_all
page_21_4281,додати,/komplekt-sorochka-u-styli-60-kh-ta-trusyky-z-dostupom-penthouse-libido-boost-black-m-l,/,КАТАЛОГ,"Комплект сорочка у стилі 60-х та трусики з доступом Penthouse - Libido Boost Black, M/L",17,3848,21,73,2025-08-20T22:10:17.020880,super_optimized_evaluate_all
page_21_4282,додати,/bebi-dol-z-azhurnym-braletom-ta-asymetrychnym-podolom-penthouse-naughty-doll-blue-m-l,/,КАТАЛОГ,"Бебі-дол з ажурним бралетом та асиметричним подолом Penthouse - Naughty Doll Blue, M/L",17,3849,21,74,2025-08-20T22:10:17.020882,super_optimized_evaluate_all
page_21_4283,додати,/bebi-dol-z-azhurnym-braletom-ta-vysokym-rozrizom-penthouse-sweet-beast-white-m-l,/,КАТАЛОГ,"Бебі-дол з ажурним бралетом та високим розрізом Penthouse - Sweet Beast White, 3/4",17,3850,21,75,2025-08-20T22:10:17.020884,super_optimized_evaluate_all
page_21_4284,додати,/bebi-dol-z-azhurnym-braletom-ta-vysokym-rozrizom-penthouse-sweet-beast-black-m-l,/,КАТАЛОГ,"Бебі-дол з ажурним бралетом та високим розрізом Penthouse - Sweet Beast Black, M/L",17,3851,21,76,2025-08-20T22:10:17.020886,super_optimized_evaluate_all
page_21_4285,додати,/bebi-dol-z-azhurnym-braletom-ta-vysokym-rozrizom-penthouse-sweet-beast-rose-m-l,/,КАТАЛОГ,"Бебі-дол з ажурним бралетом та високим розрізом Penthouse - Sweet Beast Rose, M/L",17,3852,21,77,2025-08-20T22:10:17.020887,super_optimized_evaluate_all
page_21_4286,додати,/rolovyi-kostium-frantsuzka-pokoivka-penthouse-teaser-black-m-l,/,КАТАЛОГ,"Рольовий костюм ""Французька покоївка"" Penthouse - Teaser Black, M/L",17,3853,21,78,2025-08-20T22:10:17.020889,super_optimized_evaluate_all
page_21_4287,додати,/komplekt-peniuar-z-dekorom-u-vyhliadi-troiand-ta-strinhamy-penthouse-sweet-retreat-white-s-l,/,КАТАЛОГ,"Комплект пеньюар з декором у вигляді троянд та стрінгами Penthouse - Sweet Retreat White, S/M/L",17,3854,21,79,2025-08-20T22:10:17.020892,super_optimized_evaluate_all
page_21_4288,додати,/komplekt-peniuar-z-dekorom-u-vyhliadi-troiand-ta-strinhamy-penthouse-sweet-retreat-black-s-l,/,КАТАЛОГ,"Комплект пеньюар з декором у вигляді троянд та стрінгами Penthouse - Sweet Retreat Black, S/M/L",17,3855,21,80,2025-08-20T22:10:17.020893,super_optimized_evaluate_all
page_21_4289,додати,/komplekt-peniuar-trusyky-z-dostupom-ta-bralet-penthouse-hypnotic-power-white-s-l,/,КАТАЛОГ,"Комплект пеньюар, трусики з доступом та бралет Penthouse - Hypnotic Power White, S/M/L",17,3856,21,81,2025-08-20T22:10:17.020895,super_optimized_evaluate_all
page_21_4290,додати,/komplekt-peniuar-trusyky-z-dostupom-ta-bralet-penthouse-hypnotic-power-black-s-l,/,КАТАЛОГ,"Комплект пеньюар, трусики з доступом та бралет Penthouse - Hypnotic Power Black, S/M/L",17,3857,21,82,2025-08-20T22:10:17.020897,super_optimized_evaluate_all
page_21_4291,додати,/komplekt-z-prozorym-peniuarom-ta-miniatiurnymy-strinhamy-penthouse-midnight-mirage-rose-s-l,/,КАТАЛОГ,"Комплект з прозорим пеньюаром та мініатюрними стрінгами Penthouse - Midnight Mirage Rose, S/M/L",17,3858,21,83,2025-08-20T22:10:17.020899,super_optimized_evaluate_all
page_21_4292,додати,/bodi-z-azhurnym-lifom-christa-body-black-l-xl-passion,/,КАТАЛОГ,"Боді з ажурним ліфом Christa Body black L/XL — Passion, L/XL",17,3859,21,84,2025-08-20T22:10:17.020901,super_optimized_evaluate_all
page_21_4293,додати,/bodi-z-azhurnym-lifom-christa-body-black-s-m-passion,/,КАТАЛОГ,"Боді з ажурним ліфом Christa Body black L/XL — Passion, S/M",17,3860,21,85,2025-08-20T22:10:17.020903,super_optimized_evaluate_all
page_21_4294,додати,/bodi-z-azhurnym-lifom-christa-body-black-xxl-xxxl-passion,/,КАТАЛОГ,"Боді з ажурним ліфом Christa Body black L/XL — Passion, 2XL/3XL",17,3861,21,86,2025-08-20T22:10:17.020905,super_optimized_evaluate_all
page_21_4295,додати,/komplekt-z-prozorym-peniuarom-ta-miniatiurnymy-strinhamy-penthouse-midnight-mirage-black-s-l,/,КАТАЛОГ,"Комплект з прозорим пеньюаром та мініатюрними стрінгами Penthouse - Midnight Mirage Black, S/M/L",17,3862,21,87,2025-08-20T22:10:17.020907,super_optimized_evaluate_all
page_21_4296,додати,/sorochka-z-vyrizamy-na-hrudiakh-strinhy-lovelia-chemise-black-l-xl-passion,/,КАТАЛОГ,"Сорочка з вирізами на грудях + стрінги LOVELIA CHEMISE black - Passion, L/XL",17,3863,21,88,2025-08-20T22:10:17.020909,super_optimized_evaluate_all
page_21_4297,додати,/sorochka-z-vyrizamy-na-hrudiakh-strinhy-lovelia-chemise-black-s-m-passion,/,КАТАЛОГ,"Сорочка з вирізами на грудях + стрінги LOVELIA CHEMISE black - Passion, S/M",17,3864,21,89,2025-08-20T22:10:17.020911,super_optimized_evaluate_all
page_21_4298,додати,/sorochka-z-vyrizamy-na-hrudiakh-strinhy-lovelia-chemise-black-xxl-xxxl-passion,/,КАТАЛОГ,"Сорочка з вирізами на грудях + стрінги LOVELIA CHEMISE black - Passion, 2XL/3XL",17,3865,21,90,2025-08-20T22:10:17.020913,super_optimized_evaluate_all
page_21_4299,додати,/sorochka-z-vyrizamy-na-hrudiakh-strinhy-lovelia-chemise-white-l-xl-passion,/,КАТАЛОГ,"Сорочка з вирізами на грудях + стрінги LOVELIA CHEMISE white - Passion, L/XL",17,3866,21,91,2025-08-20T22:10:17.020915,super_optimized_evaluate_all
page_21_4300,додати,/sorochka-z-vyrizamy-na-hrudiakh-strinhy-lovelia-chemise-white-s-m-passion,/,КАТАЛОГ,"Сорочка з вирізами на грудях + стрінги LOVELIA CHEMISE white - Passion, S/M",17,3867,21,92,2025-08-20T22:10:17.020917,super_optimized_evaluate_all
page_21_4301,додати,/sorochka-z-vyrizamy-na-hrudiakh-strynhy-lovelia-chemise-white-xxl-xxxl-passion,/,КАТАЛОГ,"Сорочка з вирізами на грудях + стринги LOVELIA CHEMISE white - Passion, 2XL/3XL",17,3868,21,93,2025-08-20T22:10:17.020919,super_optimized_evaluate_all
page_21_4302,додати,/povitrianyi-peniuar-lovelia-peignoir-black-l-xl-passion,/,КАТАЛОГ,"Повітряний пеньюар LOVELIA PEIGNOIR black - Passion, L/XL",17,3869,21,94,2025-08-20T22:10:17.020920,super_optimized_evaluate_all
page_21_4303,додати,/povitrianyi-peniuar-lovelia-peignoir-black-s-m-passion,/,КАТАЛОГ,"Повітряний пеньюар LOVELIA PEIGNOIR black - Passion, S/M",17,3870,21,95,2025-08-20T22:10:17.020922,super_optimized_evaluate_all
page_21_4304,додати,/povitrianyi-peniuar-lovelia-peignoir-black-xxl-xxxl-passion,/,КАТАЛОГ,"Повітряний пеньюар LOVELIA PEIGNOIR black - Passion, 2XL/3XL",17,3871,21,96,2025-08-20T22:10:17.020924,super_optimized_evaluate_all
page_21_4305,додати,/povitrianyi-peniuar-lovelia-peignoir-white-l-xl-passion,/,КАТАЛОГ,"Повітряний пеньюар LOVELIA PEIGNOIR white - Passion, L/XL",17,3872,21,97,2025-08-20T22:10:17.020926,super_optimized_evaluate_all
page_21_4306,додати,/povitrianyi-peniuar-lovelia-peignoir-white-s-m-passion,/,КАТАЛОГ,"Повітряний пеньюар LOVELIA PEIGNOIR white - Passion, S/M",17,3873,21,98,2025-08-20T22:10:17.020928,super_optimized_evaluate_all
page_21_4307,додати,/povitrianyi-peniuar-lovelia-peignoir-white-xxl-xxxl-passion,/,КАТАЛОГ,"Повітряний пеньюар LOVELIA PEIGNOIR white - Passion, 2XL/3XL",17,3874,21,99,2025-08-20T22:10:17.020930,super_optimized_evaluate_all
page_21_4308,додати,/komplekt-peniuar-trusyky-z-dostupom-ta-bralet-penthouse-hypnotic-power-black-xl,/,КАТАЛОГ,"Комплект пеньюар, трусики з доступом та бралет Penthouse - Hypnotic Power Black, XL",17,3875,21,100,2025-08-20T22:10:17.020932,super_optimized_evaluate_all
page_21_4309,додати,/komplekt-peniuar-trusyky-z-dostupom-ta-bralet-penthouse-hypnotic-power-white-xl,/,КАТАЛОГ,"Комплект пеньюар, трусики з доступом та бралет Penthouse - Hypnotic Power White, XL",17,3876,21,101,2025-08-20T22:10:17.020934,super_optimized_evaluate_all
page_21_4310,додати,/komplekt-sorochka-u-styli-60-kh-ta-trusyky-z-dostupom-penthouse-libido-boost-black-l-xl,/,КАТАЛОГ,"Комплект сорочка у стилі 60-х та трусики з доступом Penthouse - Libido Boost Black, L/XL",17,3877,21,102,2025-08-20T22:10:17.020936,super_optimized_evaluate_all
page_21_4311,додати,/komplekt-sorochka-u-styli-60-kh-ta-trusyky-z-dostupom-penthouse-libido-boost-black-s-m,/,КАТАЛОГ,"Комплект сорочка у стилі 60-х та трусики з доступом Penthouse - Libido Boost Black, S/M",17,3878,21,103,2025-08-20T22:10:17.020937,super_optimized_evaluate_all
page_21_4312,додати,/komplekt-sorochka-u-styli-60-kh-ta-trusyky-z-dostupom-penthouse-libido-boost-red-l-xl,/,КАТАЛОГ,"Комплект сорочка у стилі 60-х та трусики з доступом Penthouse - Libido Boost Red, L/XL",17,3879,21,104,2025-08-20T22:10:17.020940,super_optimized_evaluate_all
page_21_4313,додати,/komplekt-sorochka-u-styli-60-kh-ta-trusyky-z-dostupom-penthouse-libido-boost-red-s-m,/,КАТАЛОГ,"Комплект сорочка у стилі 60-х та трусики з доступом Penthouse - Libido Boost Red, S/M",17,3880,21,105,2025-08-20T22:10:17.020942,super_optimized_evaluate_all
page_21_4314,додати,/komplekt-sorochka-u-styli-60-kh-ta-trusyky-z-dostupom-penthouse-libido-boost-white-l-xl,/,КАТАЛОГ,"Комплект сорочка у стилі 60-х та трусики з доступом Penthouse - Libido Boost White, L/XL",17,3881,21,106,2025-08-20T22:10:17.020944,super_optimized_evaluate_all
page_21_4315,додати,/komplekt-z-prozorym-peniuarom-ta-miniatiurnymy-strinhamy-penthouse-midnight-mirage-black-xl,/,КАТАЛОГ,"Комплект з прозорим пеньюаром та мініатюрними стрінгами Penthouse - Midnight Mirage Black, XL",17,3882,21,107,2025-08-20T22:10:17.020946,super_optimized_evaluate_all
page_21_4316,додати,/komplekt-z-prozorym-peniuarom-ta-miniatiurnymy-strinhamy-penthouse-midnight-mirage-rose-xl,/,КАТАЛОГ,"Комплект з прозорим пеньюаром та мініатюрними стрінгами Penthouse - Midnight Mirage Rose, XL",17,3883,21,108,2025-08-20T22:10:17.020948,super_optimized_evaluate_all
page_21_4317,додати,/bebi-dol-z-azhurnym-braletom-ta-asymetrychnym-podolom-penthouse-naughty-doll-black-l-xl,/,КАТАЛОГ,"Бебі-дол з ажурним бралетом та асиметричним подолом Penthouse - Naughty Doll Black, L/XL",17,3884,21,109,2025-08-20T22:10:17.020950,super_optimized_evaluate_all
page_21_4318,додати,/bebi-dol-z-azhurnym-braletom-ta-asymetrychnym-podolom-penthouse-naughty-doll-white-s-m,/,КАТАЛОГ,"Бебі-дол з ажурним бралетом та асиметричним подолом Penthouse - Naughty Doll White, S/M",17,3885,21,110,2025-08-20T22:10:17.020952,super_optimized_evaluate_all
page_21_4319,додати,/bebi-dol-z-azhurnym-braletom-ta-vysokym-rozrizom-penthouse-sweet-beast-black-l-xl,/,КАТАЛОГ,"Бебі-дол з ажурним бралетом та високим розрізом Penthouse - Sweet Beast Black, L/XL",17,3886,21,111,2025-08-20T22:10:17.020954,super_optimized_evaluate_all
page_21_4320,додати,/bebi-dol-z-azhurnym-braletom-ta-vysokym-rozrizom-penthouse-sweet-beast-black-s-m,/,КАТАЛОГ,"Бебі-дол з ажурним бралетом та високим розрізом Penthouse - Sweet Beast Black, S/M",17,3887,21,112,2025-08-20T22:10:17.020955,super_optimized_evaluate_all
page_21_4321,додати,/bebi-dol-z-azhurnym-braletom-ta-vysokym-rozrizom-penthouse-sweet-beast-rose-l-xl,/,КАТАЛОГ,"Бебі-дол з ажурним бралетом та високим розрізом Penthouse - Sweet Beast Rose, L/XL",17,3888,21,113,2025-08-20T22:10:17.020957,super_optimized_evaluate_all
page_21_4322,додати,/bebi-dol-z-azhurnym-braletom-ta-vysokym-rozrizom-penthouse-sweet-beast-rose-s-m,/,КАТАЛОГ,"Бебі-дол з ажурним бралетом та високим розрізом Penthouse - Sweet Beast Rose, S/M",17,3889,21,114,2025-08-20T22:10:17.020959,super_optimized_evaluate_all
page_21_4323,додати,/bebi-dol-z-azhurnym-braletom-ta-vysokym-rozrizom-penthouse-sweet-beast-white-l-xl,/,КАТАЛОГ,"Бебі-дол з ажурним бралетом та високим розрізом Penthouse - Sweet Beast White, L/XL",17,3890,21,115,2025-08-20T22:10:17.020961,super_optimized_evaluate_all
page_21_4324,додати,/bebi-dol-z-azhurnym-braletom-ta-vysokym-rozrizom-penthouse-sweet-beast-white-s-m,/,КАТАЛОГ,"Бебі-дол з ажурним бралетом та високим розрізом Penthouse - Sweet Beast White, S/M",17,3891,21,116,2025-08-20T22:10:17.020963,super_optimized_evaluate_all
page_21_4325,додати,/komplekt-peniuar-z-dekorom-u-vyhliadi-troiand-ta-strinhamy-penthouse-sweet-retreat-black-xl,/,КАТАЛОГ,"Комплект пеньюар з декором у вигляді троянд та стрінгами Penthouse - Sweet Retreat Black, XL",17,3892,21,117,2025-08-20T22:10:17.020965,super_optimized_evaluate_all
page_21_4326,додати,/komplekt-peniuar-z-dekorom-u-vyhliadi-troiand-ta-strinhamy-penthouse-sweet-retreat-white-xl,/,КАТАЛОГ,"Комплект пеньюар з декором у вигляді троянд та стрінгами Penthouse - Sweet Retreat White, XL",17,3893,21,118,2025-08-20T22:10:17.020966,super_optimized_evaluate_all
page_21_4327,додати,/rolovyi-kostium-frantsuzka-pokoivka-penthouse-teaser-black-l-xl,/,КАТАЛОГ,"Рольовий костюм ""Французька покоївка"" Penthouse - Teaser Black, L/XL",17,3894,21,119,2025-08-20T22:10:17.020968,super_optimized_evaluate_all
page_21_4328,додати,/rolovyi-kostium-frantsuzka-pokoivka-penthouse-teaser-black-s-m,/,КАТАЛОГ,"Рольовий костюм ""Французька покоївка"" Penthouse - Teaser Black, S/M",17,3895,21,120,2025-08-20T22:10:17.020970,super_optimized_evaluate_all
page_21_4329,додати,/bebi-dol-z-eko-shkiry-ta-merezhyva-loona-chemise-black-l-xl-passion,/,КАТАЛОГ,"Бебі-дол з еко-шкіри та мережива Loona Chemise black - Passion, L/XL",17,3896,21,121,2025-08-20T22:10:17.020972,super_optimized_evaluate_all
page_21_4330,додати,/bebi-dol-z-eko-shkiry-ta-merezhyva-loona-chemise-black-s-m-passion,/,КАТАЛОГ,"Бебі-дол з еко-шкіри та мережива Loona Chemise black - Passion, S/M",17,3897,21,122,2025-08-20T22:10:17.020973,super_optimized_evaluate_all
page_21_4331,додати,/bebi-dol-z-eko-shkiry-ta-merezhyva-loona-chemise-black-xxl-xxxl-passion,/,КАТАЛОГ,"Бебі-дол з еко-шкіри та мережива Loona Chemise black - Passion, 2XL/3XL",17,3898,21,123,2025-08-20T22:10:17.020975,super_optimized_evaluate_all
page_21_4332,додати,/bodi-z-ekoshkiry-z-remintsiamy-ta-perforatsiieiu-tamaris-body-black-l-xl-passion,/,КАТАЛОГ,"Боді з екошкіри з ремінцями та перфорацією Tamaris Body black L/XL — Passion, L/XL",17,3899,21,124,2025-08-20T22:10:17.020977,super_optimized_evaluate_all
page_21_4333,додати,/bodi-z-ekoshkiry-z-remintsiamy-ta-perforatsiieiu-tamaris-body-black-s-m-passion,/,КАТАЛОГ,"Боді з екошкіри з ремінцями та перфорацією Tamaris Body black L/XL — Passion, S/M",17,3900,21,125,2025-08-20T22:10:17.020978,super_optimized_evaluate_all
